id:ID,:LABEL
E36_VisualItem_Artifact_陶器_1609_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1610_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1611_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1612_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1613_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1614_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1615_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1619_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1620_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1621_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1622_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1623_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1624_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1625_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1626_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1627_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1628_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1629_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1630_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1631_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1632_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1633_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1634_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1635_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1636_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1637_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1638_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1643_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1645_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1647_纹饰类型,E36_VisualItem
E36_VisualItem_Artifact_陶器_1648_纹饰类型,E36_VisualItem
