START_ID,END_ID,TYPE
obj_ebff29fb,mat_b8ed7324,P45_consists_of
obj_ebff29fb,type_fcaf2017,P2_has_type
obj_ebff29fb,type_fcaf2017,P2_has_type
obj_ebff29fb,dim_f641f289,P43_has_dimension
obj_f18a14a9,mat_9c906731,P45_consists_of
obj_f18a14a9,type_6fa361c8,P2_has_type
obj_f18a14a9,type_6fa361c8,P2_has_type
obj_27e36409,type_30db79c5,P2_has_type
obj_27e36409,type_30db79c5,P2_has_type
obj_171b254c,type_30db79c5,P2_has_type
obj_171b254c,type_30db79c5,P2_has_type
obj_418577c9,mat_9c906731,P45_consists_of
obj_418577c9,type_387a7141,P2_has_type
obj_418577c9,type_387a7141,P2_has_type
obj_77dead89,mat_6ac7ec0a,P45_consists_of
obj_77dead89,type_f96f60ba,P2_has_type
obj_77dead89,type_f96f60ba,P2_has_type
obj_2b4628bc,mat_a30ed9aa,P45_consists_of
obj_2b4628bc,type_940e72a7,P2_has_type
obj_2b4628bc,type_940e72a7,P2_has_type
obj_2b4628bc,dim_804bc7b8,P43_has_dimension
obj_b525ed43,mat_a30ed9aa,P45_consists_of
obj_b525ed43,type_940e72a7,P2_has_type
obj_b525ed43,type_940e72a7,P2_has_type
obj_b525ed43,mat_aee8c8bf,P45_consists_of
obj_b525ed43,dim_d917a1c7,P43_has_dimension
obj_b525ed43,type_1ae4502f,P103_was_intended_for
obj_5a076c76,mat_9c906731,P45_consists_of
obj_5a076c76,type_fcaf2017,P2_has_type
obj_5a076c76,type_fcaf2017,P2_has_type
obj_5a076c76,mat_726b3299,P45_consists_of
obj_5a076c76,dim_d3446fbd,P43_has_dimension
obj_5a076c76,type_c046c298,P103_was_intended_for
obj_d9744cd5,mat_28de1b3a,P45_consists_of
obj_d9744cd5,type_30db79c5,P2_has_type
obj_d9744cd5,type_30db79c5,P2_has_type
obj_d9744cd5,mat_726b3299,P45_consists_of
obj_d9744cd5,dim_8e20216f,P43_has_dimension
obj_d9744cd5,type_c046c298,P103_was_intended_for
obj_a3ff7825,mat_93a1cdc4,P45_consists_of
obj_a3ff7825,type_30db79c5,P2_has_type
obj_a3ff7825,type_30db79c5,P2_has_type
obj_a3ff7825,type_c046c298,P103_was_intended_for
obj_da371609,mat_93a1cdc4,P45_consists_of
obj_da371609,type_ff4efcaf,P2_has_type
obj_da371609,type_ff4efcaf,P2_has_type
obj_da371609,dim_1933e6b1,P43_has_dimension
obj_da371609,type_c046c298,P103_was_intended_for
obj_8cac9418,mat_acc50dc7,P45_consists_of
obj_8cac9418,type_21427cf5,P2_has_type
obj_8cac9418,type_21427cf5,P2_has_type
obj_8cac9418,dim_ed03b36c,P43_has_dimension
obj_8cac9418,type_c046c298,P103_was_intended_for
obj_6ed1ddbb,mat_f137740c,P45_consists_of
obj_6ed1ddbb,type_21427cf5,P2_has_type
obj_6ed1ddbb,type_21427cf5,P2_has_type
obj_6ed1ddbb,type_c046c298,P103_was_intended_for
obj_f57a14c9,mat_93a1cdc4,P45_consists_of
obj_f57a14c9,type_21427cf5,P2_has_type
obj_f57a14c9,type_21427cf5,P2_has_type
obj_f57a14c9,type_c046c298,P103_was_intended_for
obj_5b121d03,mat_93a1cdc4,P45_consists_of
obj_5b121d03,type_49823b10,P2_has_type
obj_5b121d03,type_49823b10,P2_has_type
obj_5b121d03,dim_8f20cacd,P43_has_dimension
obj_5b121d03,type_c046c298,P103_was_intended_for
obj_263069e4,mat_93a1cdc4,P45_consists_of
obj_263069e4,type_49823b10,P2_has_type
obj_263069e4,type_49823b10,P2_has_type
obj_263069e4,type_c046c298,P103_was_intended_for
obj_6a046345,mat_93a1cdc4,P45_consists_of
obj_6a046345,type_49823b10,P2_has_type
obj_6a046345,type_49823b10,P2_has_type
obj_6a046345,type_c046c298,P103_was_intended_for
obj_fa3e7cfa,mat_93a1cdc4,P45_consists_of
obj_fa3e7cfa,type_49823b10,P2_has_type
obj_fa3e7cfa,type_49823b10,P2_has_type
obj_fa3e7cfa,type_c046c298,P103_was_intended_for
obj_899aeedb,mat_93a1cdc4,P45_consists_of
obj_899aeedb,type_49823b10,P2_has_type
obj_899aeedb,type_49823b10,P2_has_type
obj_899aeedb,type_c046c298,P103_was_intended_for
obj_595aced2,mat_93a1cdc4,P45_consists_of
obj_595aced2,type_78dcbec8,P2_has_type
obj_595aced2,type_78dcbec8,P2_has_type
obj_595aced2,type_c046c298,P103_was_intended_for
obj_3c6ab973,mat_acc50dc7,P45_consists_of
obj_3c6ab973,type_30db79c5,P2_has_type
obj_3c6ab973,type_30db79c5,P2_has_type
obj_3c6ab973,type_c046c298,P103_was_intended_for
obj_66607fcf,mat_93a1cdc4,P45_consists_of
obj_66607fcf,type_86296f5a,P2_has_type
obj_66607fcf,type_86296f5a,P2_has_type
obj_66607fcf,type_c046c298,P103_was_intended_for
obj_3867e10d,mat_9c906731,P45_consists_of
obj_3867e10d,type_eaa49644,P2_has_type
obj_3867e10d,type_eaa49644,P2_has_type
obj_3867e10d,mat_726b3299,P45_consists_of
obj_3867e10d,type_1ae4502f,P103_was_intended_for
obj_690d95da,mat_9c906731,P45_consists_of
obj_690d95da,type_940e72a7,P2_has_type
obj_690d95da,type_940e72a7,P2_has_type
obj_2068ea50,mat_000e0325,P45_consists_of
obj_2068ea50,type_940e72a7,P2_has_type
obj_2068ea50,type_940e72a7,P2_has_type
obj_598225b8,mat_000e0325,P45_consists_of
obj_598225b8,type_0382a04f,P2_has_type
obj_598225b8,type_0382a04f,P2_has_type
obj_85d845b4,mat_f50251a7,P45_consists_of
obj_85d845b4,type_0382a04f,P2_has_type
obj_85d845b4,type_0382a04f,P2_has_type
obj_c33af236,mat_000e0325,P45_consists_of
obj_c33af236,type_0382a04f,P2_has_type
obj_c33af236,type_0382a04f,P2_has_type
obj_884720e7,mat_f50251a7,P45_consists_of
obj_884720e7,type_0382a04f,P2_has_type
obj_884720e7,type_0382a04f,P2_has_type
obj_e0aa2ff5,mat_f50251a7,P45_consists_of
obj_e0aa2ff5,type_0382a04f,P2_has_type
obj_e0aa2ff5,type_0382a04f,P2_has_type
obj_a8cc817f,mat_40fe3a98,P45_consists_of
obj_a8cc817f,type_f5ae3eb3,P2_has_type
obj_a8cc817f,type_f5ae3eb3,P2_has_type
obj_0c5b859c,mat_acc50dc7,P45_consists_of
obj_0c5b859c,type_f5ae3eb3,P2_has_type
obj_0c5b859c,type_f5ae3eb3,P2_has_type
obj_f6d553be,mat_93a1cdc4,P45_consists_of
obj_f6d553be,type_f5ae3eb3,P2_has_type
obj_f6d553be,type_f5ae3eb3,P2_has_type
obj_0577e771,mat_f137740c,P45_consists_of
obj_0577e771,type_f7cb34f1,P2_has_type
obj_0577e771,type_f7cb34f1,P2_has_type
obj_0577e771,dim_dd37da76,P43_has_dimension
obj_1767dda9,mat_d4dc56a0,P45_consists_of
obj_1767dda9,type_abafd4d2,P2_has_type
obj_1767dda9,type_abafd4d2,P2_has_type
obj_1767dda9,dim_57f909ad,P43_has_dimension
obj_2e352452,mat_9c906731,P45_consists_of
obj_2e352452,type_21427cf5,P2_has_type
obj_2e352452,type_21427cf5,P2_has_type
obj_2e352452,dim_8e24ecce,P43_has_dimension
obj_990d0b8d,mat_5d640c38,P45_consists_of
obj_990d0b8d,type_30db79c5,P2_has_type
obj_990d0b8d,type_30db79c5,P2_has_type
obj_990d0b8d,dim_79f2716d,P43_has_dimension
obj_d3fa63e8,mat_93a1cdc4,P45_consists_of
obj_d3fa63e8,type_21427cf5,P2_has_type
obj_d3fa63e8,type_21427cf5,P2_has_type
obj_8213d55b,mat_d4dc56a0,P45_consists_of
obj_8213d55b,type_abafd4d2,P2_has_type
obj_8213d55b,type_abafd4d2,P2_has_type
obj_8213d55b,dim_7124ea08,P43_has_dimension
obj_e013db44,mat_9c906731,P45_consists_of
obj_e013db44,type_21427cf5,P2_has_type
obj_e013db44,type_21427cf5,P2_has_type
obj_e013db44,mat_0038a6ef,P45_consists_of
obj_e013db44,dim_101ed306,P43_has_dimension
obj_ff887174,mat_5d640c38,P45_consists_of
obj_ff887174,type_30db79c5,P2_has_type
obj_ff887174,type_30db79c5,P2_has_type
obj_f5783892,mat_b8ed7324,P45_consists_of
obj_f5783892,type_30db79c5,P2_has_type
obj_f5783892,type_30db79c5,P2_has_type
obj_e49900ed,mat_ac1e567d,P45_consists_of
obj_e49900ed,mat_dc1f3774,P45_consists_of
obj_e543d24d,mat_ebfd611d,P45_consists_of
obj_e543d24d,type_eacbaca3,P2_has_type
obj_e543d24d,type_eacbaca3,P2_has_type
obj_e543d24d,mat_0038a6ef,P45_consists_of
obj_eebc49c6,mat_593ddb0e,P45_consists_of
obj_eebc49c6,type_5cd3dcb2,P2_has_type
