id:ID,:LABEL,name
E57_Material_Artifact_陶器_3091_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_3093_掺杂物,E57_Material,细砂
E57_Material_Artifact_陶器_3095_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_3113_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_3114_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_3355_掺杂物,E57_Material,砂粒
E57_Material_Artifact_陶器_3357_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_3358_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_3363_掺杂物,E57_Material,云母片
E57_Material_Artifact_陶器_3364_掺杂物,E57_Material,红胎
E57_Material_Artifact_陶器_3378_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_3380_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_3388_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_3462_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_3463_掺杂物,E57_Material,砂粒较粗
E57_Material_Artifact_陶器_3464_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_3465_掺杂物,E57_Material,灰胎
E57_Material_Artifact_陶器_3466_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_3479_掺杂物,E57_Material,砂粒较粗
E57_Material_Artifact_陶器_3487_掺杂物,E57_Material,细砂粒
E57_Material_Artifact_陶器_3503_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_3549_掺杂物,E57_Material,粗砂
E57_Material_Artifact_陶器_3552_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_3636_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_3637_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_3640_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_3867_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_3870_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_3872_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_3873_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_3874_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_3875_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_3876_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_3877_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_3878_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_3884_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_3885_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_3886_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_3887_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_3888_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_3890_掺杂物,E57_Material,粗砂
E57_Material_Artifact_陶器_3891_掺杂物,E57_Material,粗砂
E57_Material_Artifact_陶器_3893_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_3894_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_3895_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_3897_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_3898_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_3899_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_3900_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_3901_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_3902_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_3954_掺杂物,E57_Material,陶土杂大量屑和料
E57_Material_Artifact_陶器_3962_掺杂物,E57_Material,胎黄色
E57_Material_Artifact_陶器_3963_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_3965_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_3966_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_3967_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_3968_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_3969_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_3989_掺杂物,E57_Material,含砂量大
E57_Material_Artifact_陶器_4035_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_4036_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_4037_掺杂物,E57_Material,粗砂
E57_Material_Artifact_陶器_4038_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_4039_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_4040_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_4041_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_4042_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_4051_掺杂物,E57_Material,微砂粒
E57_Material_Artifact_陶器_4062_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_4109_掺杂物,E57_Material,屑和料
E57_Material_Artifact_陶器_4172_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_4191_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_4194_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_4197_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_4225_掺杂物,E57_Material,红胎
E57_Material_Artifact_陶器_4226_掺杂物,E57_Material,红胎
E57_Material_Artifact_陶器_4230_掺杂物,E57_Material,红胎
E57_Material_Artifact_陶器_4233_掺杂物,E57_Material,红胎
E57_Material_Artifact_陶器_4275_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_4279_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_4312_掺杂物,E57_Material,鞣和料、细砂
E57_Material_Artifact_陶器_4316_掺杂物,E57_Material,细砂
